Tweet Datetime,Tweet Id,Twitter Name,Twitter @ Name,Twitter User Bio,Twitter User Followers,Twitter User Total Tweets,Tweet Text,Location,Retweets,Favorites,Language,Source
10/4/2021 15:07,1.44504E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @cmoa: Sharif Bey: Excavations is now open! This exhibition presents new works by the Pittsburgh-born artist Sharif Bey inspired by the…,,3,0,en,Twitter for iPhone
10/4/2021 11:10,1.44498E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @CarnegieSciCtr: ???????? Join us tomorrow for Munchkin Mondays! From 10 am to 1 pm, preschoolers enjoy story time, make-and-take activitie…",,3,0,en,Twitter for iPhone
10/2/2021 2:39,1.44413E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @pittsburghparks: STUNNING ?Making Your Parks Shine 

@CitiParks Allegheny Commons Park https://t.co/0DF19M7jeJ",,10,0,en,Twitter for iPhone
10/2/2021 2:39,1.44413E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @DaveDiCello: Tonight various parks are lit up around #Pittsburgh, as the Parks Conservancy is 'Making Your Parks Shine', celebrating 25…",,40,0,en,Twitter for iPhone
10/1/2021 18:54,1.44401E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Hurry! ? Just a few hours left to enter our Only in #Pittsburgh giveaway. ??

? How to enter ?
1?? Follow our page
2??Retweet this &amp; tag who you would bring! 

Giveaway ends TONIGHT, October 1st, at 11:59pm EST. Terms &amp; conditions ?? https://t.co/PXCkn9edZZ https://t.co/74XfmAarqf",,1,8,en,Twitter Web App
10/1/2021 17:45,1.444E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @accnetwork: Tiki Tailgating? Yes, please! ???

??-?????? ??????????????: ???????????????????? https://t.co/2CYSf0xowA",,11,0,en,Twitter Web App
10/1/2021 16:09,1.44397E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @idlewildpark: It's officially spooky season! ?? Welcome to October ???? https://t.co/G82he0xA4f,,2,0,en,Twitter Web App
10/1/2021 15:01,1.44395E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @theinclinepgh: ?? Have some home projects on the ol' to-do list? Head to the Pittsburgh Fall Home Show at the David  Lawrence Convention…,,1,0,en,Twitter Web App
10/1/2021 15:00,1.44395E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @CulturalTrust: ON SALE NOW! Dance is back in the Byham Theater for the 51st Dance Council season. Don't miss these four astonishing per…,,2,0,en,Twitter Web App
10/1/2021 14:49,1.44395E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"#October is here! ?????? Make your spooky plans for the month with this list of Pittsburgh's Halloween events and attractions. #LovePGH 

https://t.co/OrfRVrTKT0",,1,8,en,Twitter Web App
9/30/2021 21:34,1.44369E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Don’t forget to enter our giveaway before it ends! Enjoy a fun getaway &amp; Only in Pittsburgh experiences. ????

?How to enter?
1?? Follow our page
2??Retweet this &amp; tag who you would bring!

Giveaway ends on Fri., Oct.1 at 11:59pm EST. Terms &amp; conditions ?? https://t.co/PXCkn9edZZ https://t.co/CMmJYIHitg",,3,4,en,Twitter Web App
9/30/2021 21:31,1.44369E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @TraceBrewing: ?? Save the Date!! Our contribution to #ThreeRiversBeerWeek is ... a concert!

We're stoked to showcase a few local bands…",,2,0,en,Twitter Web App
9/30/2021 15:55,1.44361E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @sports_pgh: We are very excited to be hosting the 2028 TEAMS Conference + Expo, the world's largest gathering of sports-event organizer…",,3,0,en,Twitter for iPhone
9/30/2021 14:43,1.44359E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @CulturalTrust: One week ago we hosted Ramp it Up: The Gala in the Garage! We turned our Theater Square Garage into a venue full of joy…,,1,0,en,Twitter for iPhone
9/30/2021 12:29,1.44355E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,?????? https://t.co/lQ72sFYvl0,"Pennsylvania, USA",1,25,und,Twitter for iPhone
9/30/2021 12:29,1.44355E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @Kenny_Kangaroo: Quit clowning around ?? You only have until this Friday at noon to save 50% on Phantom Fall Fest tickets. https://t.co/W…,,4,0,en,Twitter for iPhone
9/29/2021 22:05,1.44334E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Celebrate Pittsburgh’s thriving #craftbeer scene with Three Rivers Craft Beer Week, Oct. 6-10. ?? Enjoy festivities dedicated to 40+ breweries, a multi-community food truck round-up, a few Oktoberfests &amp; so much more! #LovePGH

Get more details here ?? https://t.co/P8EOYNV4Hq https://t.co/pfQhMxowi9","Pennsylvania, USA",3,4,en,Twitter for iPhone
9/29/2021 17:02,1.44326E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @PGHArtsCouncil: RADical Days are here! 

Join the Artsmobile and the Northside Corridor this Thursday for free admission to several mus…",,2,0,en,Twitter Web App
9/29/2021 17:01,1.44326E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @DowntownPitt: From free performances from local singer/songwriters, to the @Highmark Blues &amp; Heritage Festival, and concerts at @Stage_…",,2,0,en,Twitter Web App
9/29/2021 17:01,1.44326E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @PghZoo: Looking for weekend plans? Get tickets to the Asian Lantern Festival to experience the glow of wildlife-themed lanterns. ????

Bu…",,23,0,en,Twitter Web App
9/29/2021 14:01,1.44321E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"It’s #NationalCoffeeDay! ? Celebrate with a delicious treat from one of these cozy coffee shops in Pittsburgh ?? #LovePGH 

https://t.co/0JC9zbDtaA",,1,3,en,Twitter Web App
9/28/2021 20:46,1.44295E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"?? GIVEAWAY ??
Looking for a fun getaway? Enter now for a change to win an Only in Pittsburgh giveaway. ??

? How to enter ?
1?? Follow our page
2??Retweet this &amp; tag who you would bring!

Giveaway ends on Fri., Oct. 1 at 11:59pm EST. Terms &amp; conditions ?? https://t.co/PXCkn9vORx https://t.co/YQgtriRHFv",,8,12,en,Twitter Web App
9/28/2021 16:47,1.44289E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Don’t miss the chance experience Downtown #Pittsburgh like never before! ???? Join @doorsopenpgh this Sat., Oct 2 &amp; get behind the scenes access to some of Pittsburgh’s architectural treasures. #LovePGH

Get your tickets today! ??https://t.co/aDq3vA1ma8 

?? @MrltyunjaySingh https://t.co/ZbcLif00Y0",,1,16,en,Twitter Web App
9/27/2021 15:22,1.44251E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Happy #WorldTourismDay! ??????? Plan your next getaway to Pittsburgh and enjoy many of the city’s Only in Pittsburgh experiences. ?? #LovePGH

https://t.co/V6jgY364mz",,4,11,en,Twitter Web App
9/27/2021 14:28,1.4425E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @PhippsNews: Starting Sat., Oct. 9, spooky season has arrived at Phipps and the trolls are taking their final encore with an October cel…",,2,0,en,Twitter for iPhone
9/27/2021 11:41,1.44245E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @DowntownPitt: Hear the ghost stories that lurk Downtown with @walktheburgh's Black &amp; Ghost Tour! See historic buildings lit up at night…,,4,0,en,Twitter for iPhone
9/25/2021 22:09,1.44189E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,It’s a great day to #PartyOnTheMount! Be sure to stop by our area for a photo with our breathtaking skyline as the backdrop ?? #LovePGH https://t.co/pZStqsmI3P,Mount Washington Observation Deck,1,16,en,Twitter for iPhone
9/24/2021 20:08,1.44149E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Enjoy the great #outdoors this season by getting Out &amp; About in Pittsburgh! Hike, bike, kayak &amp; taste your way through Only in Pittsburgh attractions  with the free ultimate #Pittsburgh outdoor adventure pass. ?????? Download your pass today! #LovePGH 

https://t.co/L3YSqobbTm",,0,3,en,Twitter Web App
9/24/2021 13:47,1.4414E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @Pittsburgh: We have a great weekend coming up, #Pittsburgh!

Our Richard S. Caliguiri @GreatRacePGH is back! Learn more about our fall…",,7,0,en,Twitter Web App
9/24/2021 13:47,1.4414E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @doorsopenpgh: Tickets are on sale now to experience Downtown #Pittsburgh like never before on Saturday, October 2!
Access a diverse col…",,9,0,en,Twitter Web App
9/24/2021 13:46,1.4414E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @National_Aviary: Owl-O-Ween is back at the National Aviary! Get ready for some spook-tacular fun Saturdays and Sundays, October 16, 17,…",,3,0,en,Twitter Web App
9/24/2021 13:46,1.4414E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @CarnegieSciCtr: Join 4 brilliant female and non-binary/gender-non-conforming STEM professionals in a moderated roundtable conversation…,,3,0,en,Twitter Web App
9/23/2021 22:55,1.44117E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Did you know Pennsylvania has a longer and more varied #fall foliage season than any other state in the nation? ?? Experience the beauty of the season in #Pittsburgh this fall and take in the colorful foliage that abounds. ???? #LovePGH 

https://t.co/92fQUqOTs6","Pennsylvania, USA",4,17,en,Twitter for iPhone
9/23/2021 16:03,1.44107E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @BikePGH: Anyone else excited for fall bike rides? ????,,10,0,en,Twitter for iPhone
9/23/2021 16:02,1.44107E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @PghZoo: The Asian Lantern Festival is in full swing now - October 30 on select nights! Don't miss out on seeing these amazing wildlife-…,,9,0,en,Twitter for iPhone
9/23/2021 14:51,1.44105E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"The Pittsburgh Pierogi Festival is back this Sunday, Sept. 26 at @Kenny_Kangaroo !?? Indulge in delicious peirogies, enjoy music &amp; entertainment, plus ride some of Kennywood's most popular attractions. #LovePGH

Get your tickets here ?? https://t.co/OmcYBdfcfB

?? @PghPierogiFest https://t.co/azwna4fTK3",,2,5,en,Twitter Web App
9/22/2021 19:41,1.44076E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @sports_pgh: Want to learn about who SportsPITTSBURGH is and what they do? ??

Tune in as Executive Director of SportsPITTSBURGH, Jennife…",,1,0,en,Twitter for iPhone
9/22/2021 13:35,1.44067E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Happy #FirstDayofFall, Pittsburgh! ?? What is your favorite thing about the season? ?? #LovePGH

Don’t miss out on fall fairs, festivals and events happening in and around #Pittsburgh ?? https://t.co/tdRCFftDD1 

?? @zjumba https://t.co/tk7Fl0cFN8",,1,18,en,Twitter Web App
9/21/2021 20:20,1.44041E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"It’s another busy week in #Pittsburgh! ?? Fill your schedule with fun events happening around the city including Party On The Mount, Carrie Carpool Cinema, the Pittsburgh Pierogi Festival &amp; so much more. ???? #LovePGH
https://t.co/3K1XuhWQTR",,0,6,en,Twitter Web App
9/21/2021 20:16,1.44041E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @TraceBrewing: ?? Quick reminder, tonight's Coffee Trivia night at Trace! 

We'll be getting started at 7pm with Jared (of @RadicalTrivi…",,1,0,en,Twitter Web App
9/19/2021 16:57,1.43963E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Who’s ready?! ?? @steelers, #HereWeGo! ??

In town for the big game? Check out this Ultimate #PittsburghFootball Fan Guide for fun things to see and do while you’re here ?? https://t.co/rn0kI4jbtm #LovePGH

?? mehebda on Instagram https://t.co/JaK8Rt5Nlt",Heinz Field,0,9,en,Twitter for iPhone
9/17/2021 20:25,1.43896E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @CulturalTrust: It's been a week since the in-person return of the Gallery Crawl in the Cultural District and we're still buzzing ???

#C…",,1,0,en,Twitter for iPhone
9/17/2021 20:25,1.43896E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @sports_pgh: Congratulations @SchooleyTroy! ????

We look forward to continuing to work with you and your team on events here in The City…",,2,0,en,Twitter for iPhone
9/17/2021 15:36,1.43889E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Don’t miss #livemusic happening this weekend for the Pittsburgh International Jazz Festival! ???? From headlining performances to afterhours jam sessions and more, get your tickets to this three-day Only in #Pittsburgh event. #LovePGH
https://t.co/9dk0VanK8f",,1,4,en,Twitter Web App
9/16/2021 14:24,1.43851E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Grab your pumpkins, apple cider, scarves and boots – #fall is right around the corner! ???? Check out this list of fall fairs, festivals and events happening this season in and around Pittsburgh. #LovePGH
https://t.co/AiyxlFBBR4",,2,5,en,Twitter Web App
9/16/2021 12:41,1.43848E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,???? https://t.co/WHjfaOyokE,"Pennsylvania, USA",1,6,und,Twitter for iPhone
9/16/2021 12:41,1.43848E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @FairmontPGH: It's game day! We are only a 5 minute drive to PNC Park - who is headed to the game today? ???
.
.
.
#FairmontPittsburgh #D…",,3,0,en,Twitter for iPhone
9/16/2021 12:40,1.43848E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @ArcadeComedy: The Final Countdown! A big weekend of preview shows including the debut of Bracket Night, the return of Knights of the Ar…",,1,0,en,Twitter for iPhone
9/16/2021 12:40,1.43848E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,A #Pittsburgh sunrise never disappoints ?? https://t.co/QKUE9Cnoys,"Pennsylvania, USA",6,26,en,Twitter for iPhone
9/15/2021 19:52,1.43823E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"21. To some it’s just a number, but to #Pittsburgh and the baseball community, that number is a legacy.

Celebrate #ClementeDay by honoring Pittsburgh baseball legend, Roberto Clemente. Learn more about the life &amp; legacy of Roberto Clemente ?????? #LovePGH
https://t.co/2ZNHRUJTdW",,2,21,en,Twitter Web App
9/15/2021 16:13,1.43817E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @pghbrewersguild: -FIRST POUR TICKETS NOW AVAILABLE-

Kick-off Three Rivers Beer Week with us on Tuesday, Oct. 5. A beer share event whe…",,4,0,en,Twitter Web App
9/15/2021 16:13,1.43817E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @National_Aviary: Hold a mysterious owl on your gloved hand during a National Aviary Owl Encounter! Learn about an owl’s adaptations by…,,2,0,en,Twitter Web App
9/15/2021 16:13,1.43817E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @PGHArtsCouncil: Wishing for a vacation right about now? Let the Spanish and Mexican-inspired music of guitar duo, Libertoca take you aw…",,1,0,en,Twitter Web App
9/15/2021 14:49,1.43815E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @Pirates: Today, we celebrate the life and legacy of The Great One.

#ClementeDay https://t.co/plA1rO1FiK",,1067,0,en,Twitter Web App
9/15/2021 14:49,1.43815E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @DowntownPitt: Tonight, join us in Market Square with Joyce Vinzani from I Am Yoga Pittsburgh for Yoga in the Square! See you at 5:30 p.…",,1,0,en,Twitter Web App
9/15/2021 14:32,1.43815E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Today marks the beginning of #HispanicHeritageMonth, Sept. 15 – Oct. 15! Kickoff the celebration today at Highmark Stadium with the @PMAHCC at their networking event with live music, food and more. 

Get more info here! ?? #LovePGH
https://t.co/hAf6wtGVC9",,0,4,en,Twitter Web App
9/14/2021 19:59,1.43787E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"The Pittsburgh International Jazz Festival is back this Friday through Sunday, Sept. 17-19! ???? Get more details on this Only in Pittsburgh three-day #jazz celebration &amp; other fun events happening this week in Pittsburgh here ?? https://t.co/8A2Xmv3RDK #LovePGH 

?? Joey Kennedy https://t.co/IM1eoecsYV",,2,5,en,Twitter Web App
9/14/2021 16:24,1.43781E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @CarnegieSciCtr: ?? Just in! POMPEII: THE EXHIBITION is coming to our @PPG Science Pavilion opening Sat., Oct. 2! Experience #Pompeii bef…",,6,0,en,Twitter for iPhone
9/13/2021 18:51,1.43749E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @CulturalTrust: The title says it all: Live theater is finally back in the Cultural District! ?? @vstpgh 

https://t.co/5nAbAvJquT",,3,0,en,Twitter Web App
9/13/2021 16:51,1.43746E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Nature is calling! Explore the great #outdoors along the @GAP_Trail, a 150-mile non-motorized path boasting with spectacular biking &amp; hiking from Cumberland, Md. to Downtown #Pittsburgh. ?????? 

Get started on your GAP Trail adventures today! #LovePGH
https://t.co/r3YryU3MyG",,1,3,en,Twitter Web App
9/13/2021 16:42,1.43746E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @PGHArtsCouncil: We're helping the Pittsburgh arts community safely #RestarttheArts this fall and we hope you'll join us!

If you're pas…",,2,0,en,Twitter Web App
9/10/2021 13:54,1.43633E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Don’t miss your last chance to enjoy the Allegheny Overlook Pop-Up Park! Visit the AO through Sunday, Sept. 12 for live entertainment, delicious food &amp; a @BrewGentlemen craft beer garden. ???? Learn more: https://t.co/NxtwHFANFR #LovePGH 

?? slambandandsam on IG https://t.co/4HutARTT2E",,0,17,en,Twitter Web App
9/9/2021 19:51,1.43605E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @meetingstoday: From biking trails with rolling hills, three rivers ready for recreation and more than 100 city parks, #Pittsburgh has m…",,1,0,en,Twitter for iPhone
9/9/2021 19:10,1.43604E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Headed to PNC Park for a @Pirates game? ?? Check out our roundup of favorite foods to try at the ballpark ? https://t.co/LSoxXh0IWb #LovePGH 

 ?? Jeff Palicki Photography https://t.co/elmNcYoyPy",,0,6,en,Twitter Web App
9/9/2021 13:19,1.43596E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Intermission is officially over in Pittsburgh! ??? Experience the return of live theater during Lights On! A Three-Day Celebration of Pittsburgh’s Cultural District. Learn more ?? https://t.co/BbYJEzdxcu #LovePGH 

?? @ThePublicPGH https://t.co/053iiavf5D",,4,21,en,Twitter Web App
9/8/2021 20:50,1.43571E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @RiverhoundsSC: Two down, three to go in September, and two of those are right here at @highmarkstadium!

Get your tickets now! ??????

Se…",,3,0,en,Twitter for iPhone
9/8/2021 19:48,1.43569E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @DowntownPitt: Lights On! A Three-Day Celebration of Pittsburgh’s Cultural District starts tomorrow! Find free outdoor performances, exh…",,6,0,en,Twitter for iPhone
9/8/2021 13:38,1.4356E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"The ReelAbilities Pittsburgh Film Fest returns to @cmoa this week featuring award-winning films sharing the lives, stories &amp; artistic expressions of individuals with disabilities. ???? Find out what else is going on this week?? https://t.co/5kF3UyjxQZ #LovePGH https://t.co/3SEr8WAqxL",,2,10,en,Twitter Web App
9/7/2021 20:16,1.43534E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Cheers to the Barrel &amp; Flow Fest, Sept. 10-12! ?? The award-winning festival celebrates Black artists, musicians, chefs and brewers. Check out our guide to this year’s festival ? https://t.co/S0wOVcI2rU #LovePGH

??: @barrelandflow https://t.co/CSEOzqWBee",,0,4,en,Twitter Web App
9/3/2021 19:32,1.43388E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Happy #LaborDayWeekend, Pittsburgh! ?? Enjoy your long weekend with festivals, live music and more. #LovePGH

https://t.co/deKzYOWsNj",,0,5,en,Twitter Web App
9/3/2021 17:05,1.43384E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @sports_pgh: If you are visiting Pittsburgh this holiday weekend, be sure to check out our ultimate guide on how to celebrate Labor Day…",,3,0,en,Twitter for iPhone
9/3/2021 0:57,1.4336E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Join the @PGHArtsCouncil as they lead the way to Restart the Arts in Pittsburgh! The #arts community is excited to safely welcome back the music, laughter, drama &amp; inspiration to the city. ?????? 

Help Restart the Arts in Pittsburgh! https://t.co/KnyvHL7PvI #LovePGH","Pennsylvania, USA",5,10,en,Twitter for iPhone
9/1/2021 23:02,1.4332E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Mark your calendars for the amazing lineup of #beer festivals coming to Pittsburgh this fall! ?? Celebrate your love for Only in Pittsburgh breweries, great food, art, live entertainment and more while enjoying tasty craft brews. #LovePGH

https://t.co/Y8ijozaP6c",,1,4,en,Twitter Web App
9/1/2021 23:00,1.4332E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @PghZoo: Looking to start a career in the family-friendly environment of the Pittsburgh Zoo &amp; PPG Aquarium? The Zoo is hiring for severa…,,2,0,en,Twitter Web App
8/31/2021 19:31,1.43279E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"RT @DowntownPitt: Welcome back: @RedhawkCoffee is open at PG&amp;H on Smithfield Street starting tomorrow, September 1, open Monday through Sat…",,1,0,en,Twitter for iPhone
8/31/2021 19:31,1.43279E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,RT @GatewayClipper: Start your Labor Day Weekend out on the water and have a Grand 'Ol Time on a Grand Riverboat! Enjoy an evening of dinne…,,1,0,en,Twitter for iPhone
8/31/2021 18:03,1.43277E+18,Visit Pittsburgh,vstpgh,The official tourism organization representing Allegheny County. Share your Pittsburgh experiences using #LovePGH ????,53243,35812,"Experience a soulful taste of the ‘Burgh in Market Square at Pittsburgh’s Soul Food Festival, Sept. 2-5! ???? Enjoy delicious food, a BBQ contest, speakers, entertainment &amp; more. #LovePGH

Get more info on this &amp; other events this week in Pittsburgh ?? https://t.co/AP8lq2w6c5 https://t.co/R9XOtnZuq6",,3,7,en,Twitter Web App
